tanggal_waktu,target_karbon_monoksida,target_benzena,target_nitrogen_oksida
2011-01-20 19:00:00,4.3,21.220604145955985,605.0
2011-01-20 20:00:00,3.4,15.970158798259341,472.1
2011-01-20 21:00:00,2.8,13.039874732903334,410.6
2011-01-20 22:00:00,2.1,6.986811305001475,264.3
2011-01-20 23:00:00,1.7,6.363283049313557,217.4
2011-01-21 00:00:00,1.8,5.770054202900989,210.7
2011-01-21 01:00:00,1.6,5.638692720437387,179.2
2011-01-21 02:00:00,1.4,4.538932154052378,134.5
2011-01-21 03:00:00,1.3,4.625078391332139,177.85
2011-01-21 04:00:00,1.3,5.9240462377653875,221.2
2011-01-21 05:00:00,1.3,6.641075851641665,284.3
2011-01-21 06:00:00,1.6,9.209452844252331,357.0
2011-01-21 07:00:00,2.4,12.170580769346868,468.9
2011-01-21 08:00:00,4.5,22.581832726369708,765.6
2011-01-21 09:00:00,5.7,28.968540013948093,874.6
2011-01-21 10:00:00,4.3,19.405953728009944,800.3
2011-01-21 11:00:00,4.2,20.535413587329092,814.7
2011-01-21 12:00:00,4.5,22.52518195727736,840.6
2011-01-21 13:00:00,5.0,23.959596440765825,827.1
2011-01-21 14:00:00,2.9,13.87314800904557,402.1
2011-01-21 15:00:00,3.0,16.80230750836118,414.9
2011-01-21 16:00:00,3.3,20.227957092307765,434.9
2011-01-21 17:00:00,1.4,16.37162401440561,569.9
2011-01-21 18:00:00,2.3,17.976870062949263,529.6
2011-01-21 19:00:00,1.6,20.291095282634668,616.8
2011-01-21 20:00:00,4.9,38.0975953649033,983.3
2011-01-21 21:00:00,6.4,35.68716810045401,1199.5
2011-01-21 22:00:00,3.5,21.784947667912245,1028.4
2011-01-21 23:00:00,1.7,18.208937636882126,797.1
2011-01-22 00:00:00,2.6,20.11991542874835,976.7
2011-01-22 01:00:00,1.6,14.44605011331646,810.6
2011-01-22 02:00:00,1.5,15.140161198407567,756.6
2011-01-22 03:00:00,0.9,13.107224092975034,572.3
2011-01-22 04:00:00,0.5,11.482303983542511,388.0
2011-01-22 05:00:00,0.9,13.658956051931607,497.1
2011-01-22 06:00:00,0.4,11.617168511838612,581.8
2011-01-22 07:00:00,0.5,13.227321306164397,574.0
2011-01-22 08:00:00,0.8,15.58907979445943,587.6
2011-01-22 09:00:00,1.4,16.90237245227694,645.1
2011-01-22 10:00:00,1.6,18.49429728466672,643.2
2011-01-22 11:00:00,1.5,16.586369795055898,627.9
2011-01-22 12:00:00,1.0,15.028806270003846,546.9
2011-01-22 13:00:00,1.0,15.012927038467923,461.4
2011-01-22 14:00:00,1.3,16.877332470396162,455.2
2011-01-22 15:00:00,0.1,7.009743443406673,243.5
2011-01-22 16:00:00,-99.95,5.876070610205183,202.0
2011-01-22 17:00:00,-49.925000000000004,7.113334197638295,256.2
2011-01-22 18:00:00,0.1,8.643489211160366,309.6
2011-01-22 19:00:00,0.4,12.206895761540563,390.7
2011-01-22 20:00:00,0.7,12.638889972455347,443.6
2011-01-22 21:00:00,2.7,21.101151250590682,794.1
2011-01-22 22:00:00,2.1,16.94414092000853,715.8
2011-01-22 23:00:00,1.3,15.100351352212376,564.7
2011-01-23 00:00:00,0.8,10.083564997723427,450.9
2011-01-23 01:00:00,-99.6,7.534155226996669,313.1
2011-01-23 02:00:00,-149.8,7.60529263256302,241.4
2011-01-23 03:00:00,-174.9,5.9240462377653875,232.7
2011-01-23 04:00:00,-187.45,5.503447283997629,224.0
2011-01-23 05:00:00,-193.725,2.3394161950867094,82.4
2011-01-23 06:00:00,-196.8625,1.9585037061813577,88.6
2011-01-23 07:00:00,-198.43125,1.585457879294722,92.5
2011-01-23 08:00:00,-199.215625,2.138433444129997,134.4
2011-01-23 09:00:00,-199.6078125,4.4393022909116695,188.9
2011-01-23 10:00:00,-199.80390625,6.352276711074662,291.9
2011-01-23 11:00:00,-199.901953125,7.31661206728073,325.6
2011-01-23 12:00:00,-199.9509765625,8.681162387088841,396.8
2011-01-23 13:00:00,-199.97548828125,9.215898780684322,371.0
2011-01-23 14:00:00,-199.987744140625,7.910799352772567,304.7
2011-01-23 15:00:00,-199.9938720703125,9.004199247323303,328.3
2011-01-23 16:00:00,-199.99693603515624,7.009743443406673,281.2
2011-01-23 17:00:00,-199.99846801757812,3.698339727006534,167.8
2011-01-23 18:00:00,-199.99923400878907,4.298612683193852,183.0
2011-01-23 19:00:00,-199.99961700439454,6.753607196696738,216.5
2011-01-23 20:00:00,-199.99980850219725,8.66231706770454,245.3
2011-01-23 21:00:00,-199.99990425109863,4.707071919244755,154.3
2011-01-23 22:00:00,-199.99995212554933,3.542514346206186,140.6
2011-01-23 23:00:00,-199.99997606277466,5.374725989928815,209.5
2011-01-24 00:00:00,-199.99998803138732,4.4157199544098225,139.9
2011-01-24 01:00:00,-99.94999401569366,5.977547426091629,190.8
2011-01-24 02:00:00,0.1,7.6350173007290705,248.4
2011-01-24 03:00:00,-99.95,1.9220071328834474,149.15
2011-01-24 04:00:00,-49.825,0.9873268840597393,49.9
2011-01-24 05:00:00,0.3,0.6324529344704092,42.6
2011-01-24 06:00:00,0.5,1.2191931903603017,86.4
2011-01-24 07:00:00,0.6,2.865313730300255,151.8
2011-01-24 08:00:00,1.8,11.088721871777622,340.7
2011-01-24 09:00:00,2.0,9.711401368340608,355.1
2011-01-24 10:00:00,1.4,5.738409861607065,327.0
2011-01-24 11:00:00,0.6,5.384975875149092,239.9
2011-01-24 12:00:00,0.5,5.1412815724,216.5
2011-01-24 13:00:00,0.7,5.8388712751462535,190.7
2011-01-24 14:00:00,0.7,5.5604956576171745,223.14999999999998
2011-01-24 15:00:00,1.1,7.9713033230967305,255.6
2011-01-24 16:00:00,1.3,7.067213880779156,287.1
2011-01-24 17:00:00,1.0,7.623121501642551,278.4
2011-01-24 18:00:00,1.5,10.393723551242589,302.0
2011-01-24 19:00:00,1.5,8.864232997095865,258.9
2011-01-24 20:00:00,1.2,7.299092625761445,220.8
2011-01-24 21:00:00,0.3,3.6157421823428297,141.5
2011-01-24 22:00:00,-99.85,1.674784556310966,93.3
2011-01-24 23:00:00,-149.925,1.4510030458549887,70.6
2011-01-25 00:00:00,-174.9625,1.0452462925846775,65.5
2011-01-25 01:00:00,-187.48125,0.6345117359569005,48.6
2011-01-25 02:00:00,-193.740625,0.3714251133227818,29.1
2011-01-25 03:00:00,-196.8703125,0.29780381239266335,24.25
2011-01-25 04:00:00,-198.43515625,0.22413057922481336,19.4
2011-01-25 05:00:00,-199.217578125,0.1719683733917458,20.2
2011-01-25 06:00:00,-199.6087890625,0.14904773883376646,38.7
2011-01-25 07:00:00,-99.70439453125,0.4429904535293599,77.2
2011-01-25 08:00:00,0.2,2.908548009422834,180.4
2011-01-25 09:00:00,0.7,5.4414989794590465,243.3
2011-01-25 10:00:00,0.5,5.11115855104113,235.7
2011-01-25 11:00:00,0.4,3.8348076237608373,297.1
2011-01-25 12:00:00,0.3,3.8659143375749494,234.5
2011-01-25 13:00:00,0.3,3.5682865172598426,185.7
2011-01-25 14:00:00,0.4,4.205894718223859,196.2
2011-01-25 15:00:00,0.2,3.585512193579881,167.3
2011-01-25 16:00:00,0.4,3.6114169887481182,210.5
2011-01-25 17:00:00,0.4,3.906066003329148,194.2
2011-01-25 18:00:00,0.7,4.892567523930479,206.3
2011-01-25 19:00:00,1.0,5.817659747566895,211.2
2011-01-25 20:00:00,1.1,6.052793316140268,197.3
2011-01-25 21:00:00,0.3,2.7719444496798484,138.6
2011-01-25 22:00:00,0.1,2.4409510265512,113.2
2011-01-25 23:00:00,-99.95,1.5101335776236327,80.9
2011-01-26 00:00:00,-149.975,1.149307713853833,63.3
2011-01-26 01:00:00,-174.9875,0.8852171894512519,55.4
2011-01-26 02:00:00,-187.49375,0.4031342034654245,31.1
2011-01-26 03:00:00,-193.746875,0.28890735776123905,25.65
2011-01-26 04:00:00,-196.8734375,0.18152540918014576,20.2
2011-01-26 05:00:00,-198.43671875,0.14904773883376646,17.3
2011-01-26 06:00:00,-199.218359375,0.4936561705650738,42.1
2011-01-26 07:00:00,-99.4591796875,0.9308210243106784,89.5
2011-01-26 08:00:00,0.3,3.2601582638797706,227.3
2011-01-26 09:00:00,0.6,4.40630201733173,249.7
2011-01-26 10:00:00,0.3,2.775808488627036,218.6
2011-01-26 11:00:00,0.1,3.1573718165893516,210.8
2011-01-26 12:00:00,0.1,2.7142595317843483,188.9
2011-01-26 13:00:00,0.2,3.512547535780659,180.4
2011-01-26 14:00:00,0.5,4.750728721412927,197.0
2011-01-26 15:00:00,0.3,3.427526951143775,197.6
2011-01-26 16:00:00,0.3,4.192061415723198,202.7
2011-01-26 17:00:00,0.3,4.159859302225085,187.9
2011-01-26 18:00:00,1.0,8.462388030837701,293.5
2011-01-26 19:00:00,1.4,9.151525969960906,301.7
2011-01-26 20:00:00,1.4,7.623121501642551,260.8
2011-01-26 21:00:00,1.1,6.2208349343105835,232.4
2011-01-26 22:00:00,0.4,2.881003344747363,153.8
2011-01-26 23:00:00,0.2,2.5108944701230476,120.1
2011-01-27 00:00:00,0.2,2.6268159217883977,116.8
2011-01-27 01:00:00,0.2,2.1696551760690563,108.3
2011-01-27 02:00:00,0.2,2.540596042811355,96.7
2011-01-27 03:00:00,-99.9,0.8198004360418963,62.55
2011-01-27 04:00:00,-49.75,0.29929772716442715,28.4
2011-01-27 05:00:00,0.4,0.3298419760413092,27.0
2011-01-27 06:00:00,0.5,0.7257204720427963,80.7
2011-01-27 07:00:00,0.7,1.3584972854160215,129.4
2011-01-27 08:00:00,1.9,6.5572069029204405,336.4
2011-01-27 09:00:00,2.4,8.443746794779294,334.6
2011-01-27 10:00:00,2.0,5.544912138895297,317.8
2011-01-27 11:00:00,1.3,3.512547535780659,201.2
2011-01-27 12:00:00,1.0,2.956027132033205,166.2
2011-01-27 13:00:00,1.2,4.1003364989127355,192.1
2011-01-27 14:00:00,1.5,4.6925578499877005,198.4
2011-01-27 15:00:00,1.3,4.458206702990225,198.0
2011-01-27 16:00:00,1.5,4.673235491327255,222.5
2011-01-27 17:00:00,1.5,5.101134317941586,224.0
2011-01-27 18:00:00,2.1,7.67671485304409,265.8
2011-01-27 19:00:00,2.6,10.258379842905248,325.6
2011-01-27 20:00:00,3.0,11.496468626062793,342.8
2011-01-27 21:00:00,2.0,5.988272264341074,243.3
2011-01-27 22:00:00,1.4,3.6070940024273646,176.7
2011-01-27 23:00:00,1.3,4.256782942407915,154.9
2011-01-28 00:00:00,1.2,3.4148505243554346,143.1
2011-01-28 01:00:00,1.1,2.408114346922603,124.3
2011-01-28 02:00:00,0.9,2.0087426345174735,93.8
2011-01-28 03:00:00,0.8,1.3785107421694542,75.05
2011-01-28 04:00:00,0.6,1.2437930532545707,56.3
2011-01-28 05:00:00,0.5,0.8733788045512673,58.1
2011-01-28 06:00:00,0.6,1.6129564735127104,104.9
2011-01-28 07:00:00,0.7,1.674784556310966,121.8
2011-01-28 08:00:00,1.6,6.2317436447591925,274.4
2011-01-28 09:00:00,2.2,8.245998766973687,341.9
2011-01-28 10:00:00,1.8,6.440554720612328,295.9
2011-01-28 11:00:00,1.5,5.90803588370757,278.5
2011-01-28 12:00:00,1.8,5.706839741200487,324.7
2011-01-28 13:00:00,1.4,5.349137711339821,221.7
2011-01-28 14:00:00,2.1,7.322455859811446,279.1
2011-01-28 15:00:00,1.6,5.076110451362033,248.3
2011-01-28 16:00:00,1.3,3.909047234701311,192.9
2011-01-28 17:00:00,1.9,-98.04547638264934,256.2
2011-01-28 18:00:00,2.4,-149.02273819132466,287.5
2011-01-28 19:00:00,3.0,-174.51136909566233,300.1
2011-01-28 20:00:00,1.9,-187.25568454783115,223.5
2011-01-28 21:00:00,1.8,-193.62784227391558,219.1
2011-01-28 22:00:00,1.1,-196.8139211369578,144.7
2011-01-28 23:00:00,1.1,-198.4069605684789,114.7
2011-01-29 00:00:00,1.1,-199.20348028423945,136.1
2011-01-29 01:00:00,1.0,-99.19298824305739,106.9
2011-01-29 02:00:00,0.7,0.8175037981246749,70.3
2011-01-29 03:00:00,0.6,0.5978909870815942,53.45
2011-01-29 04:00:00,0.5,0.5198613894234412,36.6
2011-01-29 05:00:00,0.5,0.5447103347779003,33.4
2011-01-29 06:00:00,0.4,0.6222017535524559,43.2
2011-01-29 07:00:00,0.5,0.9454247256167749,73.2
2011-01-29 08:00:00,0.8,2.0188554611551583,125.2
2011-01-29 09:00:00,1.1,2.818464253455941,153.7
2011-01-29 10:00:00,1.1,2.8418478329571455,139.8
2011-01-29 11:00:00,1.1,2.995843171964047,150.1
2011-01-29 12:00:00,1.1,2.357412445829233,139.3
2011-01-29 13:00:00,1.1,2.4776583598193884,134.5
2011-01-29 14:00:00,1.2,3.0158363034358335,152.0
2011-01-29 15:00:00,1.0,2.243254681450042,120.9
2011-01-29 16:00:00,1.2,2.638152338588159,121.7
2011-01-29 17:00:00,1.3,3.3937676628112503,166.7
2011-01-29 18:00:00,1.4,3.0118331420208437,165.1
2011-01-29 19:00:00,1.3,3.076155477904867,189.5
2011-01-29 20:00:00,1.4,3.419073774940791,175.6
2011-01-29 21:00:00,1.5,2.9480911901525007,195.8
2011-01-29 22:00:00,1.0,1.7029301011248605,102.6
2011-01-29 23:00:00,1.0,1.594601675350536,91.2
2011-01-30 00:00:00,1.1,2.2786693730582894,119.0
2011-01-30 01:00:00,1.3,2.201069637027039,146.8
2011-01-30 02:00:00,1.0,1.681021836007109,101.2
2011-01-30 03:00:00,1.1,2.1975696365984105,101.75
2011-01-30 04:00:00,0.8500000000000001,1.7502829507867859,102.3
2011-01-30 05:00:00,0.6,0.6303969862560549,55.1
2011-01-30 06:00:00,0.5,0.593879404645457,50.5
2011-01-30 07:00:00,0.4,0.4237289612050825,53.4
2011-01-30 08:00:00,0.5,0.6869051460291233,73.6
2011-01-30 09:00:00,0.7,1.213755025272912,113.0
2011-01-30 10:00:00,0.8,1.4102121952545483,107.1
2011-01-30 11:00:00,0.8,1.9807651414344072,101.3
2011-01-30 12:00:00,1.0,2.012111170985982,128.8
2011-01-30 13:00:00,0.9,1.591551252581906,125.9
2011-01-30 14:00:00,0.9,1.6037678797288073,131.6
2011-01-30 15:00:00,0.9,1.766190137668516,100.6
2011-01-30 16:00:00,1.0,1.7949775333901974,128.1
2011-01-30 17:00:00,1.0,2.577932199377853,169.9
2011-01-30 18:00:00,1.1,1.968508077313711,174.1
2011-01-30 19:00:00,1.2,2.8223557959412444,214.7
2011-01-30 20:00:00,1.6,3.941904751445938,248.1
2011-01-30 21:00:00,1.7,4.077540556909493,247.3
2011-01-30 22:00:00,1.1,2.4299844022774177,154.3
2011-01-30 23:00:00,1.3,3.538226729481069,185.9
2011-01-31 00:00:00,1.7,4.5627923859342046,230.6
2011-01-31 01:00:00,1.5,2.963972167403005,174.0
2011-01-31 02:00:00,0.8,0.9625847188850469,68.4
2011-01-31 03:00:00,0.5,0.5293601255174771,53.85
2011-01-31 04:00:00,0.4,0.44830683379032255,39.3
2011-01-31 05:00:00,0.4,0.31747253321469615,38.7
2011-01-31 06:00:00,0.4,0.5505148318843021,54.4
2011-01-31 07:00:00,0.7,1.4189113306354937,158.0
2011-01-31 08:00:00,1.8,7.136442302880105,350.4
2011-01-31 09:00:00,2.65,13.988477707942032,467.4
2011-01-31 10:00:00,3.5,15.140161198407567,584.4
2011-01-31 11:00:00,2.8,12.484395362586618,478.1
2011-01-31 12:00:00,3.1,12.831290196997946,563.3
2011-01-31 13:00:00,2.5,11.94645839159858,413.8
2011-01-31 14:00:00,2.7,11.716971682644164,397.6
2011-01-31 15:00:00,2.9,14.704713945534742,450.5
2011-01-31 16:00:00,3.2,15.694091975784273,503.3
2011-01-31 17:00:00,4.1,21.128691785644097,639.8
2011-01-31 18:00:00,6.1,27.441878645022673,842.9
2011-01-31 19:00:00,6.8,30.81015966271046,953.9
2011-01-31 20:00:00,6.8,29.231675851030804,983.9
2011-01-31 21:00:00,3.7,15.012927038467923,585.8
2011-01-31 22:00:00,2.1,7.1480083355179955,359.7
2011-01-31 23:00:00,1.4,5.374725989928815,230.7
2011-02-01 00:00:00,1.3,4.843456686376924,199.7
2011-02-01 01:00:00,1.1,3.7685115383177186,152.9
2011-02-01 02:00:00,1.0,3.4571831132541018,134.7
2011-02-01 03:00:00,0.9,3.2850356545164328,165.25
2011-02-01 04:00:00,0.8,3.602773223770146,195.8
2011-02-01 05:00:00,0.9,3.830372555883701,207.8
2011-02-01 06:00:00,1.1,4.247511134487999,241.1
2011-02-01 07:00:00,1.6,7.67671485304409,417.3
2011-02-01 08:00:00,3.7,20.039046119280368,896.0
2011-02-01 09:00:00,4.8,22.05545401182248,966.1
2011-02-01 10:00:00,4.1,17.162044936043465,878.3
2011-02-01 11:00:00,4.5,21.368017549710537,985.4
2011-02-01 12:00:00,4.5,19.841950486357188,1016.7
2011-02-01 13:00:00,3.7,18.842720684121055,682.8
2011-02-01 14:00:00,4.2,18.842720684121055,659.6
2011-02-01 15:00:00,3.3,16.71911362967545,492.4
2011-02-01 16:00:00,3.2,14.368053785119464,497.1
2011-02-01 17:00:00,3.6,16.32223680581251,562.2
2011-02-01 18:00:00,3.5,14.360264054926166,539.4
2011-02-01 19:00:00,4.1,17.0445644951321,502.1
2011-02-01 20:00:00,4.0,14.807148739274531,451.6
2011-02-01 21:00:00,3.3,9.823748670124626,357.0
2011-02-01 22:00:00,3.0,6.139279509279001,288.7
2011-02-01 23:00:00,2.6,5.400366310442631,221.0
2011-02-02 00:00:00,2.6,4.673235491327255,204.2
2011-02-02 01:00:00,2.6,5.116173813476844,183.0
2011-02-02 02:00:00,2.9,6.942947620573204,222.2
2011-02-02 03:00:00,2.9,7.26993335753569,216.3
2011-02-02 04:00:00,2.5,4.789678926627398,210.4
2011-02-02 05:00:00,2.0,3.602773223770146,185.3
2011-02-02 06:00:00,2.2,4.477145352169449,257.0
2011-02-02 07:00:00,2.4,5.151339345473077,297.3
2011-02-02 08:00:00,4.0,15.068535654215179,573.0
2011-02-02 09:00:00,6.7,27.257365967436975,883.2
2011-02-02 10:00:00,5.6,19.601196486314695,823.5
2011-02-02 11:00:00,4.3,14.82293484014385,692.6
2011-02-02 12:00:00,4.0,14.461670977219812,713.7
2011-02-02 13:00:00,2.6,10.076866943416698,387.8
2011-02-02 14:00:00,2.2,10.13721772169623,337.3
2011-02-02 15:00:00,1.9,8.344623049077795,326.0
2011-02-02 16:00:00,1.8,9.010583552600266,328.5
2011-02-02 17:00:00,3.1,13.362988476365068,464.8
2011-02-02 18:00:00,4.8,19.538983413509012,612.1
2011-02-02 19:00:00,5.8,27.802171271351266,759.0
2011-02-02 20:00:00,5.9,31.405757664319367,770.6
2011-02-02 21:00:00,4.1,15.621359219570662,654.6
2011-02-02 22:00:00,1.8,6.963911210659508,332.3
2011-02-02 23:00:00,1.7,7.820412173392475,286.9
2011-02-03 00:00:00,1.7,5.5656943067991325,241.6
2011-02-03 01:00:00,1.5,6.0097465240887775,242.2
2011-02-03 02:00:00,1.1,3.93741727766051,191.8
2011-02-03 03:00:00,0.9,2.8418478329571455,162.65
2011-02-03 04:00:00,0.6,2.5555026373923613,133.5
2011-02-03 05:00:00,0.3,2.884931454505132,142.1
2011-02-03 06:00:00,0.4,2.802920982083405,194.3
2011-02-03 07:00:00,0.6,4.247511134487999,215.6
2011-02-03 08:00:00,3.0,16.72742509453297,728.3
2011-02-03 09:00:00,5.6,29.094718616706594,974.6
2011-02-03 10:00:00,4.9,20.735408792744465,947.3
2011-02-03 11:00:00,3.5,15.47632606744206,790.0
2011-02-03 12:00:00,2.2,10.312426565086698,551.1
2011-02-03 13:00:00,2.7,13.804145663186661,565.3
2011-02-03 14:00:00,2.7,12.712743389237184,531.6
2011-02-03 15:00:00,2.1,11.425719882766227,458.5
2011-02-03 16:00:00,2.0,10.21118831746845,406.8
2011-02-03 17:00:00,2.4,14.336905671238044,433.8
2011-02-03 18:00:00,6.7,32.35779364673994,980.0
2011-02-03 19:00:00,6.4,29.000062744696258,965.9
2011-02-03 20:00:00,3.9,17.56744339660839,646.3
2011-02-03 21:00:00,2.7,12.572578807441328,470.5
2011-02-03 22:00:00,3.0,15.484368331065324,527.7
2011-02-03 23:00:00,2.1,9.100166288289229,378.1
2011-02-04 00:00:00,1.2,6.352276711074662,234.9
2011-02-04 01:00:00,1.2,5.146309411416802,216.8
2011-02-04 02:00:00,0.7,3.3266769916607997,141.0
2011-02-04 03:00:00,0.9,5.262527331625359,149.3
2011-02-04 04:00:00,0.8,3.072118362751561,157.6
2011-02-04 05:00:00,0.4,2.2362001380106826,87.4
2011-02-04 06:00:00,0.7,3.861463962633157,193.7
2011-02-04 07:00:00,1.4,6.935331178319356,401.4
2011-02-04 08:00:00,4.0,19.708043566624657,886.7
2011-02-04 09:00:00,3.9,20.11991542874835,654.3
2011-02-04 10:00:00,3.1,16.314011789468903,566.3
2011-02-04 11:00:00,3.2,14.329123146119334,648.6
2011-02-04 12:00:00,1.5,7.004007405520964,308.6
2011-02-04 13:00:00,1.2,6.29188712636252,228.5
2011-02-04 14:00:00,1.9,8.593367010206421,311.6
2011-02-04 15:00:00,1.5,6.641075851641665,276.3
2011-02-04 16:00:00,1.4,6.085164330889835,235.7
2011-02-04 17:00:00,1.9,8.822003662165493,311.8
2011-02-04 18:00:00,2.2,9.371177606329676,345.1
2011-02-04 19:00:00,3.0,11.795643662631909,386.0
2011-02-04 20:00:00,2.6,11.30587461136357,355.9
2011-02-04 21:00:00,2.8,9.744387497088876,467.4
2011-02-04 22:00:00,1.6,5.844179298793487,287.4
2011-02-04 23:00:00,1.3,5.25237752206223,238.8
2011-02-05 00:00:00,1.6,5.293026866602364,266.0
2011-02-05 01:00:00,1.5,5.116173813476844,260.8
2011-02-05 02:00:00,1.3,4.760453559847538,223.3
2011-02-05 03:00:00,1.6,6.357778864799785,247.6
2011-02-05 04:00:00,2.0,7.044201699807389,271.9
2011-02-05 05:00:00,1.3,4.378099661241634,226.2
2011-02-05 06:00:00,0.9,5.581302679176529,249.7
2011-02-05 07:00:00,1.4,7.258283586063776,401.6
2011-02-05 08:00:00,3.1,12.705349793389761,708.0
2011-02-05 09:00:00,4.1,11.270728575099751,758.9
2011-02-05 10:00:00,1.3,4.936947752144086,301.7
2011-02-05 11:00:00,0.9,3.843684322663092,210.3
2011-02-05 12:00:00,1.0,3.419073774940791,180.3
2011-02-05 13:00:00,1.0,4.2197474451203725,164.7
2011-02-05 14:00:00,1.1,3.7333553445921694,179.5
2011-02-05 15:00:00,0.8,3.251883722306928,146.8
2011-02-05 16:00:00,1.0,3.3559588840673533,176.5
2011-02-05 17:00:00,0.9,3.1166508612230346,156.8
2011-02-05 18:00:00,0.9,4.2614220782081835,195.1
2011-02-05 19:00:00,1.6,6.1935988158042825,262.9
2011-02-05 20:00:00,1.4,5.201753846972903,239.3
2011-02-05 21:00:00,1.4,5.770054202900989,267.4
2011-02-05 22:00:00,1.1,3.5468041764791476,214.4
2011-02-05 23:00:00,1.2,4.936947752144086,236.3
2011-02-06 00:00:00,1.8,4.711914188280806,251.2
2011-02-06 01:00:00,1.4,4.853261953187035,255.4
2011-02-06 02:00:00,1.4,4.956727116899973,235.3
2011-02-06 03:00:00,0.9,2.8770775169892318,182.35000000000002
2011-02-06 04:00:00,0.8500000000000001,2.562969872698979,129.4
2011-02-06 05:00:00,0.8,1.8401516846193204,95.3
2011-02-06 06:00:00,0.7,1.3386087445616095,95.0
2011-02-06 07:00:00,0.7,1.4804424506082965,99.7
2011-02-06 08:00:00,0.6,1.2852574028799704,109.9
2011-02-06 09:00:00,0.8,1.965170872410398,149.0
2011-02-06 10:00:00,1.3,4.293956324258487,197.2
2011-02-06 11:00:00,2.0,6.714129541810949,350.6
2011-02-06 12:00:00,1.7,4.601079630929639,249.4
2011-02-06 13:00:00,1.2,3.512547535780659,187.5
2011-02-06 14:00:00,1.0,2.083405300850765,127.4
2011-02-06 15:00:00,0.8,1.8858036512964815,96.1
2011-02-06 16:00:00,1.0,2.698964301723999,138.3
2011-02-06 17:00:00,1.4,3.6852451525211927,216.8
2011-02-06 18:00:00,1.1,2.944126630396109,186.3
2011-02-06 19:00:00,1.6,4.467671749279885,226.5
2011-02-06 20:00:00,1.8,5.333809739533331,252.4
2011-02-06 21:00:00,1.4,3.667816531500541,192.9
2011-02-06 22:00:00,1.1,2.6117330874452755,157.8
2011-02-06 23:00:00,1.0,2.4153949985742944,149.8
2011-02-07 00:00:00,1.1,2.3972109439139957,130.3
2011-02-07 01:00:00,1.0,1.9751897276803694,104.3
2011-02-07 02:00:00,0.8,1.504175249891816,85.6
2011-02-07 03:00:00,0.6,1.200204987024979,76.1
2011-02-07 04:00:00,0.6,0.8313247967998119,66.6
2011-02-07 05:00:00,0.6,0.9625847188850469,75.1
2011-02-07 06:00:00,0.6,1.2686021115564372,96.9
2011-02-07 07:00:00,0.8,2.426333540100961,176.7
2011-02-07 08:00:00,2.3,8.744106167164562,432.7
2011-02-07 09:00:00,2.8,10.504814795607029,471.0
2011-02-07 10:00:00,2.1,7.928929906349982,345.5
2011-02-07 11:00:00,1.7,6.512662727014059,261.5
2011-02-07 12:00:00,1.4,5.691082532681572,221.0
2011-02-07 13:00:00,1.6,6.171846614801026,265.0
2011-02-07 14:00:00,1.4,5.410637002211207,219.4
2011-02-07 15:00:00,1.3,4.941889432260385,234.9
2011-02-07 16:00:00,1.4,5.036181443461722,227.4
2011-02-07 17:00:00,1.7,6.941043175885108,284.8
2011-02-07 18:00:00,1.9,7.522326710746406,290.6
2011-02-07 19:00:00,2.3,8.215281246107265,294.9
2011-02-07 20:00:00,2.0,7.658832618007967,242.6
2011-02-07 21:00:00,1.6,4.510370306993502,209.4
2011-02-07 22:00:00,1.0,2.6608875776716525,147.2
2011-02-07 23:00:00,0.9,2.2503186956887555,116.7
2011-02-08 00:00:00,0.9,2.06292760006336,105.0
2011-02-08 01:00:00,0.9,1.3699182679049202,84.4
2011-02-08 02:00:00,0.5,0.8060618421586435,51.2
2011-02-08 03:00:00,0.4,0.5819138197529344,52.6
2011-02-08 04:00:00,0.5,0.9724494566891972,54.0
2011-02-08 05:00:00,0.6,1.2658352378612354,74.3
2011-02-08 06:00:00,0.6,1.5793744737026894,114.2
2011-02-08 07:00:00,1.0,3.0078322477218773,228.3
2011-02-08 08:00:00,2.1,10.04340513884873,455.2
2011-02-08 09:00:00,2.9,15.140161198407567,492.9
2011-02-08 10:00:00,2.2,8.562103762401971,409.9
2011-02-08 11:00:00,1.6,6.918207216219388,276.7
2011-02-08 12:00:00,1.8,7.563761174473438,340.1
2011-02-08 13:00:00,1.5,6.9296211856909045,237.5
2011-02-08 14:00:00,2.2,8.51218364634849,323.4
2011-02-08 15:00:00,1.6,5.267605368791322,285.8
2011-02-08 16:00:00,1.5,4.40159626389495,270.6
2011-02-08 17:00:00,1.8,-97.79920186805252,275.9
2011-02-08 18:00:00,1.8,-148.89960093402627,295.4
2011-02-08 19:00:00,2.3,-174.44980046701312,339.5
2011-02-08 20:00:00,1.9,-187.22490023350656,275.2
2011-02-08 21:00:00,1.9,-193.61245011675328,292.8
2011-02-08 22:00:00,1.1,-196.80622505837664,157.3
2011-02-08 23:00:00,0.9,-198.40311252918832,133.1
2011-02-09 00:00:00,0.8,-199.20155626459416,119.5
2011-02-09 01:00:00,0.9,-199.60077813229708,121.5
2011-02-09 02:00:00,0.7,-199.80038906614854,79.9
2011-02-09 03:00:00,0.8,-199.90019453307428,83.9
2011-02-09 04:00:00,0.75,-199.95009726653714,87.9
2011-02-09 05:00:00,0.7,-199.97504863326856,109.2
2011-02-09 06:00:00,0.6,-199.98752431663428,119.6
2011-02-09 07:00:00,1.0,-199.99376215831714,233.0
2011-02-09 08:00:00,1.7,-199.99688107915858,393.6
